date,product_id,product_name,category,is_perishable,shelf_life_days,quantity_sold,unit_price,cost_price,total_amount,day_of_week,is_weekend,is_holiday,month,year,week_of_year,temperature_avg,rainfall_mm,weather_condition,neighbourhood_activity,profit_margin,spoilage_risk_score,is_quantity_outlier,is_total_amount_outlier
2025-11-28,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Friday,False,False,11,2025,48,18.9,3.1,Light Rain,1,0.2588,0.4603,False,False
2025-11-29,P001,Fresh Milk (1L),Dairy,True,3,44,85.0,63.0,3740.0,Saturday,True,False,11,2025,48,22.2,8.2,Light Rain,1,0.2588,0.5593,False,False
2025-11-30,P001,Fresh Milk (1L),Dairy,True,3,31,85.0,63.0,2635.0,Sunday,True,False,11,2025,48,20.4,0.0,Sunny,1,0.2588,0.4053,False,False
2025-12-01,P001,Fresh Milk (1L),Dairy,True,3,27,85.0,63.0,2295.0,Monday,False,False,12,2025,49,19.8,5.2,Light Rain,0,0.2588,0.4873,False,False
2025-12-02,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Tuesday,False,False,12,2025,49,20.0,4.9,Heavy Rain,1,0.2588,0.4933,False,False
2025-12-03,P001,Fresh Milk (1L),Dairy,True,3,30,85.0,63.0,2550.0,Wednesday,False,False,12,2025,49,22.1,0.0,Partly Cloudy,0,0.2588,0.4563,False,False
2025-12-04,P001,Fresh Milk (1L),Dairy,True,3,26,85.0,63.0,2210.0,Thursday,False,False,12,2025,49,21.0,0.0,Overcast,0,0.2588,0.4233,False,False
2025-12-05,P001,Fresh Milk (1L),Dairy,True,3,22,85.0,63.0,1870.0,Friday,False,False,12,2025,49,21.5,0.0,Partly Cloudy,1,0.2588,0.4383,False,False
2025-12-06,P001,Fresh Milk (1L),Dairy,True,3,34,85.0,63.0,2890.0,Saturday,True,False,12,2025,49,18.8,0.0,Sunny,0,0.2588,0.3573,False,False
2025-12-07,P001,Fresh Milk (1L),Dairy,True,3,35,85.0,63.0,2975.0,Sunday,True,False,12,2025,49,21.0,0.0,Partly Cloudy,0,0.2588,0.4233,False,False
2025-12-08,P001,Fresh Milk (1L),Dairy,True,3,27,85.0,63.0,2295.0,Monday,False,False,12,2025,50,17.7,0.0,Sunny,0,0.2588,0.3333,False,False
2025-12-09,P001,Fresh Milk (1L),Dairy,True,3,24,85.0,63.0,2040.0,Tuesday,False,False,12,2025,50,22.8,0.0,Partly Cloudy,1,0.2588,0.4773,False,False
2025-12-10,P001,Fresh Milk (1L),Dairy,True,3,32,85.0,63.0,2720.0,Wednesday,False,False,12,2025,50,21.8,0.0,Sunny,0,0.2588,0.4473,False,False
2025-12-11,P001,Fresh Milk (1L),Dairy,True,3,30,85.0,63.0,2550.0,Thursday,False,False,12,2025,50,20.8,0.0,Overcast,0,0.2588,0.4173,False,False
2025-12-12,P001,Fresh Milk (1L),Dairy,True,3,42,85.0,63.0,3570.0,Friday,False,True,12,2025,50,17.5,0.0,Sunny,1,0.2588,0.3333,False,False
2025-12-13,P001,Fresh Milk (1L),Dairy,True,3,32,85.0,63.0,2720.0,Saturday,True,False,12,2025,50,19.5,0.0,Partly Cloudy,0,0.2588,0.3783,False,False
2025-12-14,P001,Fresh Milk (1L),Dairy,True,3,35,85.0,63.0,2975.0,Sunday,True,False,12,2025,50,18.9,9.0,Light Rain,0,0.2588,0.4603,False,False
2025-12-15,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Monday,False,False,12,2025,51,19.9,4.6,Heavy Rain,0,0.2588,0.4903,False,False
2025-12-16,P001,Fresh Milk (1L),Dairy,True,3,28,85.0,63.0,2380.0,Tuesday,False,False,12,2025,51,21.5,7.6,Light Rain,1,0.2588,0.5383,False,False
2025-12-17,P001,Fresh Milk (1L),Dairy,True,3,33,85.0,63.0,2805.0,Wednesday,False,False,12,2025,51,19.4,0.0,Overcast,0,0.2588,0.3753,False,False
2025-12-18,P001,Fresh Milk (1L),Dairy,True,3,27,85.0,63.0,2295.0,Thursday,False,False,12,2025,51,22.7,0.0,Partly Cloudy,0,0.2588,0.4743,False,False
2025-12-19,P001,Fresh Milk (1L),Dairy,True,3,35,85.0,63.0,2975.0,Friday,False,False,12,2025,51,18.9,0.0,Sunny,1,0.2588,0.3603,False,False
2025-12-20,P001,Fresh Milk (1L),Dairy,True,3,32,85.0,63.0,2720.0,Saturday,True,False,12,2025,51,23.0,0.0,Sunny,0,0.2588,0.4833,False,False
2025-12-21,P001,Fresh Milk (1L),Dairy,True,3,37,85.0,63.0,3145.0,Sunday,True,False,12,2025,51,21.3,30.7,Light Rain,0,0.2588,0.5323,False,False
2025-12-22,P001,Fresh Milk (1L),Dairy,True,3,26,85.0,63.0,2210.0,Monday,False,False,12,2025,52,21.4,0.0,Sunny,0,0.2588,0.4353,False,False
2025-12-23,P001,Fresh Milk (1L),Dairy,True,3,26,85.0,63.0,2210.0,Tuesday,False,False,12,2025,52,20.9,0.0,Sunny,1,0.2588,0.4203,False,False
2025-12-24,P001,Fresh Milk (1L),Dairy,True,3,21,85.0,63.0,1785.0,Wednesday,False,False,12,2025,52,20.0,0.0,Partly Cloudy,0,0.2588,0.4115,False,False
2025-12-25,P001,Fresh Milk (1L),Dairy,True,3,32,85.0,63.0,2720.0,Thursday,False,True,12,2025,52,25.4,1.7,Light Rain,0,0.2588,0.6553,False,False
2025-12-26,P001,Fresh Milk (1L),Dairy,True,3,59,85.0,63.0,5015.0,Friday,False,True,12,2025,52,19.9,0.0,Sunny,1,0.2588,0.3903,False,False
2025-12-27,P001,Fresh Milk (1L),Dairy,True,3,43,85.0,63.0,3655.0,Saturday,True,False,12,2025,52,21.1,0.0,Overcast,0,0.2588,0.4263,False,False
2025-12-28,P001,Fresh Milk (1L),Dairy,True,3,43,85.0,63.0,3655.0,Sunday,True,False,12,2025,52,22.8,9.3,Light Rain,1,0.2588,0.5773,False,False
2025-12-29,P001,Fresh Milk (1L),Dairy,True,3,36,85.0,63.0,3060.0,Monday,False,False,12,2025,1,17.5,0.0,Sunny,1,0.2588,0.3333,False,False
2025-12-30,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Tuesday,False,False,12,2025,1,21.6,21.2,Light Rain,1,0.2588,0.5413,False,False
2025-12-31,P001,Fresh Milk (1L),Dairy,True,3,37,85.0,63.0,3145.0,Wednesday,False,False,12,2025,1,19.8,0.0,Overcast,1,0.2588,0.3873,False,False
2024-01-01,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Monday,False,True,1,2024,1,22.5,0.0,Sunny,2,0.2333,0.2064,False,False
2024-01-02,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Tuesday,False,False,1,2024,1,23.1,0.0,Partly Cloudy,2,0.2333,0.2244,False,False
2024-01-03,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.2333,0.2044,False,False
2024-01-04,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.2333,0.1764,False,False
2024-01-05,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.2333,0.1524,False,False
2024-01-06,P002,Eggs (tray 30),Dairy,True,14,6,450.0,345.0,2700.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.2333,0.3274,False,False
2024-01-07,P002,Eggs (tray 30),Dairy,True,14,6,450.0,345.0,2700.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.2333,0.3424,False,False
2024-01-08,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.2333,0.1524,False,False
2024-01-09,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Tuesday,False,False,1,2024,2,20.6,0.0,Overcast,2,0.2333,0.1494,False,False
2024-01-10,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Wednesday,False,False,1,2024,2,21.9,0.0,Partly Cloudy,2,0.2333,0.1884,False,False
2024-01-11,P002,Eggs (tray 30),Dairy,True,14,5,450.0,345.0,2250.0,Thursday,False,False,1,2024,2,21.0,3.7,Heavy Rain,2,0.2333,0.4114,False,False
2024-01-12,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Friday,False,False,1,2024,2,21.4,0.0,Sunny,2,0.2333,0.1734,False,False
2024-01-13,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Saturday,True,False,1,2024,2,22.8,0.0,Sunny,2,0.2333,0.2154,False,False
2024-01-14,P002,Eggs (tray 30),Dairy,True,14,16,450.0,345.0,7200.0,Sunday,True,False,1,2024,2,22.6,0.0,Partly Cloudy,2,0.2333,0.2094,False,False
2024-01-15,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Monday,False,False,1,2024,3,25.2,2.1,Light Rain,1,0.2333,0.3874,False,False
2024-01-16,P002,Eggs (tray 30),Dairy,True,14,3,450.0,345.0,1350.0,Tuesday,False,False,1,2024,3,20.8,0.0,Sunny,1,0.2333,0.4054,False,False
2024-01-17,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Wednesday,False,False,1,2024,3,23.7,0.0,Sunny,1,0.2333,0.2924,False,False
2024-01-18,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Thursday,False,False,1,2024,3,20.7,0.0,Sunny,1,0.2333,0.1524,False,False
2024-01-19,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Friday,False,False,1,2024,3,23.0,0.0,Sunny,1,0.2333,0.2714,False,False
2024-01-20,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Saturday,True,False,1,2024,3,22.8,0.0,Overcast,1,0.2333,0.2154,False,False
2024-01-21,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Sunday,True,False,1,2024,3,22.3,0.0,Sunny,1,0.2333,0.2504,False,False
2024-01-22,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Monday,False,False,1,2024,4,22.3,0.0,Partly Cloudy,1,0.2333,0.2004,False,False
2024-01-23,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Tuesday,False,False,1,2024,4,22.3,0.0,Sunny,1,0.2333,0.2004,False,False
2024-01-24,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Wednesday,False,False,1,2024,4,22.1,0.0,Partly Cloudy,1,0.2333,0.1944,False,False
2024-01-25,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Thursday,False,False,1,2024,4,22.9,0.0,Partly Cloudy,1,0.2333,0.2184,False,False
2024-01-26,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Friday,False,False,1,2024,4,21.5,0.0,Sunny,1,0.2333,0.1764,False,False
2024-01-27,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Saturday,True,False,1,2024,4,21.0,0.0,Sunny,1,0.2333,0.2114,False,False
2024-01-28,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Sunday,True,False,1,2024,4,24.2,0.0,Partly Cloudy,1,0.2333,0.2574,False,False
2024-01-29,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Monday,False,False,1,2024,5,23.5,0.0,Partly Cloudy,1,0.2333,0.2364,False,False
2024-01-30,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Tuesday,False,False,1,2024,5,21.5,0.0,Partly Cloudy,1,0.2333,0.1764,False,False
2024-01-31,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Wednesday,False,False,1,2024,5,22.9,0.0,Partly Cloudy,1,0.2333,0.2184,False,False
2024-02-01,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Thursday,False,False,2,2024,5,24.2,0.0,Sunny,1,0.2333,0.4574,False,False
2024-02-02,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Friday,False,False,2,2024,5,22.3,0.0,Sunny,1,0.2333,0.2504,False,False
2024-02-03,P002,Eggs (tray 30),Dairy,True,14,14,450.0,345.0,6300.0,Saturday,True,False,2,2024,5,22.7,0.0,Overcast,1,0.2333,0.2124,False,False
2024-02-04,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Sunday,True,False,2,2024,5,21.3,0.0,Sunny,1,0.2333,0.1704,False,False
2024-02-05,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Monday,False,False,2,2024,6,23.7,0.0,Sunny,1,0.2333,0.2924,False,False
2024-02-06,P002,Eggs (tray 30),Dairy,True,14,15,450.0,345.0,6750.0,Tuesday,False,False,2,2024,6,24.0,0.0,Partly Cloudy,1,0.2333,0.2514,False,False
2024-02-07,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Wednesday,False,False,2,2024,6,23.2,0.0,Partly Cloudy,1,0.2333,0.2274,False,False
2024-02-08,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Thursday,False,False,2,2024,6,22.5,0.0,Overcast,1,0.2333,0.2564,False,False
2024-02-09,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Friday,False,False,2,2024,6,22.0,0.0,Sunny,1,0.2333,0.1914,False,False
2024-02-10,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Saturday,True,False,2,2024,6,22.4,0.0,Partly Cloudy,1,0.2333,0.2034,False,False
2024-02-11,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Sunday,True,False,2,2024,6,23.7,0.0,Sunny,1,0.2333,0.4424,False,False
2024-02-12,P002,Eggs (tray 30),Dairy,True,14,3,450.0,345.0,1350.0,Monday,False,False,2,2024,7,23.0,0.0,Sunny,1,0.2333,0.4714,False,False
2024-02-13,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Tuesday,False,False,2,2024,7,23.7,0.0,Sunny,1,0.2333,0.2424,False,False
2024-02-14,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Wednesday,False,False,2,2024,7,22.9,0.0,Sunny,1,0.2333,0.2184,False,False
2024-02-15,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Thursday,False,False,2,2024,7,22.9,0.0,Sunny,1,0.2333,0.2684,False,False
2024-02-16,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Friday,False,False,2,2024,7,20.8,0.0,Sunny,1,0.2333,0.3554,False,False
2024-02-17,P002,Eggs (tray 30),Dairy,True,14,18,450.0,345.0,8100.0,Saturday,True,False,2,2024,7,21.5,15.4,Light Rain,1,0.2333,0.2764,False,False
2024-02-18,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Sunday,True,False,2,2024,7,22.4,9.3,Light Rain,1,0.2333,0.3034,False,False
2024-02-19,P002,Eggs (tray 30),Dairy,True,14,14,450.0,345.0,6300.0,Monday,False,False,2,2024,8,24.1,0.0,Sunny,1,0.2333,0.2544,False,False
2024-02-20,P002,Eggs (tray 30),Dairy,True,14,5,450.0,345.0,2250.0,Tuesday,False,False,2,2024,8,22.7,0.0,Sunny,1,0.2333,0.3624,False,False
2024-02-21,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Wednesday,False,False,2,2024,8,22.5,0.0,Sunny,1,0.2333,0.2064,False,False
2024-02-22,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Thursday,False,False,2,2024,8,20.4,0.0,Sunny,1,0.2333,0.1434,False,False
2024-02-23,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Friday,False,False,2,2024,8,23.4,0.0,Sunny,1,0.2333,0.2834,False,False
2024-02-24,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Saturday,True,False,2,2024,8,20.8,0.0,Overcast,1,0.2333,0.1554,False,False
2024-02-25,P002,Eggs (tray 30),Dairy,True,14,5,450.0,345.0,2250.0,Sunday,True,False,2,2024,8,22.2,0.0,Sunny,1,0.2333,0.3474,False,False
2024-02-26,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Monday,False,False,2,2024,9,23.0,0.0,Partly Cloudy,1,0.2333,0.2214,False,False
2024-02-27,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Tuesday,False,False,2,2024,9,22.6,0.0,Sunny,1,0.2333,0.2094,False,False
2024-02-28,P002,Eggs (tray 30),Dairy,True,14,3,450.0,345.0,1350.0,Wednesday,False,False,2,2024,9,23.3,0.0,Sunny,1,0.2333,0.4804,False,False
2024-02-29,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Thursday,False,False,2,2024,9,25.0,0.0,Sunny,1,0.2333,0.2814,False,False
2024-03-01,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Friday,False,False,3,2024,9,22.5,0.0,Sunny,1,0.2333,0.2064,False,False
2024-03-02,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Saturday,True,False,3,2024,9,20.2,0.0,Sunny,1,0.2333,0.1374,False,False
2024-03-03,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Sunday,True,False,3,2024,9,20.6,0.0,Overcast,1,0.2333,0.1494,False,False
2024-03-04,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Monday,False,False,3,2024,10,19.9,0.0,Overcast,1,0.2333,0.1784,False,False
2024-03-05,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Tuesday,False,False,3,2024,10,21.7,12.1,Heavy Rain,1,0.2333,0.2824,False,False
2024-03-06,P002,Eggs (tray 30),Dairy,True,14,5,450.0,345.0,2250.0,Wednesday,False,False,3,2024,10,22.5,0.0,Sunny,1,0.2333,0.3564,False,False
2024-03-07,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Thursday,False,False,3,2024,10,25.0,0.0,Overcast,1,0.2333,0.2814,False,False
2024-03-08,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Friday,False,False,3,2024,10,22.6,0.0,Overcast,1,0.2333,0.2094,False,False
2024-03-09,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Saturday,True,False,3,2024,10,18.8,0.0,Partly Cloudy,1,0.2333,0.0954,False,False
2024-03-10,P002,Eggs (tray 30),Dairy,True,14,14,450.0,345.0,6300.0,Sunday,True,False,3,2024,10,20.8,0.0,Overcast,1,0.2333,0.1554,False,False
2024-03-11,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Monday,False,False,3,2024,11,21.1,0.0,Sunny,1,0.2333,0.1644,False,False
2024-03-12,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Tuesday,False,False,3,2024,11,23.6,10.5,Light Rain,1,0.2333,0.3394,False,False
2024-03-13,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Wednesday,False,False,3,2024,11,20.4,0.0,Sunny,1,0.2333,0.1434,False,False
2024-03-14,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Thursday,False,False,3,2024,11,21.3,0.0,Partly Cloudy,1,0.2333,0.1704,False,False
2024-03-15,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Friday,False,False,3,2024,11,22.4,2.3,Light Rain,1,0.2333,0.3034,False,False
2024-03-16,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Saturday,True,False,3,2024,11,23.5,17.7,Heavy Rain,1,0.2333,0.3364,False,False
2024-03-17,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Sunday,True,False,3,2024,11,20.6,0.0,Overcast,1,0.2333,0.1494,False,False
2024-03-18,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Monday,False,False,3,2024,12,25.2,6.4,Light Rain,1,0.2333,0.3874,False,False
2024-03-19,P002,Eggs (tray 30),Dairy,True,14,6,450.0,345.0,2700.0,Tuesday,False,False,3,2024,12,20.6,5.5,Heavy Rain,1,0.2333,0.3494,False,False
2024-03-20,P002,Eggs (tray 30),Dairy,True,14,3,450.0,345.0,1350.0,Wednesday,False,False,3,2024,12,21.8,0.0,Partly Cloudy,1,0.2333,0.4354,False,False
2024-03-21,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Thursday,False,False,3,2024,12,21.0,0.0,Sunny,1,0.2333,0.1614,False,False
2024-03-22,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Friday,False,False,3,2024,12,21.3,0.0,Partly Cloudy,1,0.2333,0.2204,False,False
2024-03-23,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Saturday,True,False,3,2024,12,20.1,25.5,Light Rain,1,0.2333,0.2344,False,False
2024-03-24,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Sunday,True,False,3,2024,12,22.2,18.3,Light Rain,1,0.2333,0.2974,False,False
2024-03-25,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Monday,False,False,3,2024,13,24.0,50.8,Light Rain,1,0.2333,0.4014,False,False
2024-03-26,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Tuesday,False,False,3,2024,13,23.7,0.0,Sunny,1,0.2333,0.2424,False,False
2024-03-27,P002,Eggs (tray 30),Dairy,True,14,0,450.0,345.0,0.0,Wednesday,False,False,3,2024,13,24.3,0.0,Partly Cloudy,1,0.2333,0.6604,False,False
2024-03-28,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Thursday,False,False,3,2024,13,20.2,0.0,Partly Cloudy,1,0.2333,0.1374,False,False
2024-03-29,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Friday,False,True,3,2024,13,24.5,10.3,Light Rain,1,0.2333,0.3664,False,False
2024-03-30,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Saturday,True,False,3,2024,13,21.4,0.0,Overcast,1,0.2333,0.1734,False,False
2024-03-31,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Sunday,True,False,3,2024,13,20.3,0.0,Partly Cloudy,1,0.2333,0.1904,False,False
2024-04-01,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Monday,False,True,4,2024,14,21.0,38.1,Heavy Rain,1,0.2333,0.2614,False,False
2024-04-02,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Tuesday,False,False,4,2024,14,19.8,0.0,Sunny,1,0.2333,0.1754,False,False
2024-04-03,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Wednesday,False,False,4,2024,14,22.1,0.0,Partly Cloudy,1,0.2333,0.1944,False,False
2024-04-04,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Thursday,False,False,4,2024,14,21.0,0.0,Partly Cloudy,1,0.2333,0.1614,False,False
2024-04-05,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Friday,False,False,4,2024,14,19.9,100.5,Light Rain,1,0.2333,0.2284,False,False
2024-04-06,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Saturday,True,False,4,2024,14,18.7,26.7,Heavy Rain,1,0.2333,0.1924,False,False
2024-04-07,P002,Eggs (tray 30),Dairy,True,14,14,450.0,345.0,6300.0,Sunday,True,False,4,2024,14,18.0,0.0,Partly Cloudy,1,0.2333,0.0714,False,False
2024-04-08,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Monday,False,False,4,2024,15,19.3,0.0,Overcast,1,0.2333,0.1604,False,False
2024-04-09,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Tuesday,False,False,4,2024,15,21.5,40.4,Light Rain,1,0.2333,0.3264,False,False
2024-04-10,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Wednesday,False,False,4,2024,15,19.8,1.2,Heavy Rain,1,0.2333,0.2254,False,False
2024-04-11,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Thursday,False,False,4,2024,15,20.4,15.4,Light Rain,1,0.2333,0.4434,False,False
2024-04-12,P002,Eggs (tray 30),Dairy,True,14,11,450.0,345.0,4950.0,Friday,False,False,4,2024,15,20.1,0.0,Overcast,1,0.2333,0.1344,False,False
2024-04-13,P002,Eggs (tray 30),Dairy,True,14,14,450.0,345.0,6300.0,Saturday,True,False,4,2024,15,23.8,50.2,Light Rain,1,0.2333,0.3454,False,False
2024-04-14,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Sunday,True,False,4,2024,15,19.6,150.6,Light Rain,1,0.2333,0.4194,False,False
2024-04-15,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Monday,False,False,4,2024,16,20.5,0.0,Partly Cloudy,1,0.2333,0.3464,False,False
2024-04-16,P002,Eggs (tray 30),Dairy,True,14,2,450.0,345.0,900.0,Tuesday,False,False,4,2024,16,18.9,21.2,Light Rain,1,0.2333,0.4984,False,False
2024-04-17,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Wednesday,False,False,4,2024,16,19.8,28.8,Light Rain,1,0.2333,0.2254,False,False
2024-04-18,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Thursday,False,False,4,2024,16,23.3,0.0,Overcast,1,0.2333,0.2804,False,False
2024-04-19,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Friday,False,True,4,2024,16,18.7,74.9,Light Rain,1,0.2333,0.1924,False,False
2024-04-20,P002,Eggs (tray 30),Dairy,True,14,17,450.0,345.0,7650.0,Saturday,True,False,4,2024,16,17.8,0.0,Partly Cloudy,1,0.2333,0.0714,False,False
2024-04-21,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Sunday,True,False,4,2024,16,18.1,59.9,Light Rain,1,0.2333,0.1744,False,False
2024-04-22,P002,Eggs (tray 30),Dairy,True,14,7,450.0,345.0,3150.0,Monday,False,True,4,2024,17,24.4,0.0,Sunny,1,0.2333,0.3134,False,False
2024-04-23,P002,Eggs (tray 30),Dairy,True,14,4,450.0,345.0,1800.0,Tuesday,False,False,4,2024,17,19.4,0.0,Partly Cloudy,1,0.2333,0.3134,False,False
2024-04-24,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Wednesday,False,False,4,2024,17,22.6,0.0,Overcast,1,0.2333,0.2094,False,False
2024-04-25,P002,Eggs (tray 30),Dairy,True,14,6,450.0,345.0,2700.0,Thursday,False,False,4,2024,17,19.6,10.6,Heavy Rain,1,0.2333,0.3194,False,False
2024-04-26,P002,Eggs (tray 30),Dairy,True,14,9,450.0,345.0,4050.0,Friday,False,False,4,2024,17,19.4,0.0,Partly Cloudy,1,0.2333,0.1134,False,False
2024-04-27,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Saturday,True,False,4,2024,17,17.9,0.0,Sunny,1,0.2333,0.0714,False,False
